id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
833588,Lovely place in prime Yorkville,4361863,Lei,,Annex,43.66943,-79.39085,Entire home/apt,125,28,8,2022-05-06,0.07,1,308,2,
835116,Comfy 1BD Great Location! Park Free,2019357,Tyrone,,South Riverdale,43.66152,-79.34284,Entire home/apt,109,28,22,2015-09-19,0.19,1,0,0,
1299374,Beaches Butterfly Garden Suite,7065012,Jude,,East End-Danforth,43.67646,-79.30791,Entire home/apt,93,28,62,2019-12-31,0.58,2,32,0,
842016,"Beautiful, Bright, Fully Furnished",1930866,Drea,,Casa Loma,43.68388,-79.40719,Shared room,76,28,0,,,1,0,0,
843521,Forest Hill Village Condo,4403844,Alana,,Forest Hill South,43.6898,-79.41314,Entire home/apt,141,28,108,2019-01-12,1.01,1,0,0,
517709,Bright House with Vegetable Garden,2549053,Nathalie,,Trinity-Bellwoods,43.65131,-79.4116,Entire home/apt,250,28,76,2018-08-16,0.65,1,167,0,
1301718,Uber Upper Beach 3 Bedroom Suite,377846,Nick & Nena,,East End-Danforth,43.68516,-79.29243,Entire home/apt,139,28,25,2022-01-31,0.26,10,277,3,
526594,Small Dog friendly Apt Garden Free Park EV charger,2588098,Reiner,,Willowdale East,43.76651,-79.40411,Entire home/apt,108,28,6,2014-12-01,0.05,1,119,0,
526705,★ High-Tech Authentic Luxurious Loft -Queen West ★,1698603,Kyle,,Roncesvalles,43.64264,-79.43215,Entire home/apt,349,10,53,2021-12-28,0.44,1,258,1,STR-2011-FYPDVD
850246,U6-Comfy bright room in Toronto @ Don Mills subway,65479,Irene,,Pleasant View,43.77835,-79.33015,Private room,48,28,5,2017-05-17,0.05,14,364,0,
1325356,Comfy Private Room with 2 Beds,7093939,Suzana,,Taylor-Massey,43.70162,-79.29598,Private room,60,1,188,2022-06-04,2.23,3,29,40,STR-2108-HSZHHL
855991,HOTEL ALTERNATIVE accommodation,4477219,Vas,,Church-Yonge Corridor,43.65474,-79.37779,Entire home/apt,103,28,11,2021-10-08,0.12,4,21,2,
529227,Little Italy-4 bedroom house,2600229,Orsolya,,Palmerston-Little Italy,43.65836,-79.42479,Entire home/apt,295,28,18,2018-08-19,0.15,1,69,0,
533659,Best View in Downtown 5 Star Luxury,1019968,Roman,,Waterfront Communities-The Island,43.63927,-79.38206,Entire home/apt,226,14,161,2022-03-16,1.33,1,92,12,STR-2011-FLKRVB
1326015,Beautiful sun filled Bloordale home,2499198,Melissa,,Dovercourt-Wallace Emerson-Junction,43.66441,-79.45084,Entire home/apt,187,28,22,2018-05-29,0.20,1,97,0,
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,,Waterfront Communities-The Island,43.63942,-79.39216,Entire home/apt,199,28,11,2015-08-16,0.10,1,0,0,
1331304,Need a place?,7221344,Roy,,Woodbine Corridor,43.67462,-79.31267,Private room,463,28,8,2016-09-24,0.08,1,0,0,
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,,Palmerston-Little Italy,43.66051,-79.42741,Entire home/apt,90,28,3,2017-10-17,0.03,1,0,0,
557915,♡Comfortable Studio Condo in DT Toronto♡,785826,Sky View,,Church-Yonge Corridor,43.65487,-79.37942,Entire home/apt,201,30,3,2016-11-26,0.02,151,29,0,
864104,Chic Downtown Toronto Apartment,4451791,Kojenwa,,Palmerston-Little Italy,43.65804,-79.42726,Entire home/apt,139,28,15,2021-11-03,0.14,2,338,2,
1335133,Newly reno'd 2-story house in family-friendly hood,613837,Brett,,Old East York,43.69489,-79.33345,Entire home/apt,249,5,15,2022-01-17,0.14,1,162,6,STR-2101-GPBKVG
864193,Big Room with King Bed and mattres,4534248,Nida,,Newtonbrook West,43.78345,-79.44525,Private room,82,28,0,,,1,0,0,
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,,East End-Danforth,43.68519,-79.29338,Entire home/apt,139,28,32,2021-10-09,0.27,10,187,1,
1632898,PENTHOUSE WITH LARGE HOT TUB,8675040,Rich,,Waterfront Communities-The Island,43.646,-79.3983,Entire home/apt,320,28,26,2020-04-03,0.90,2,0,0,
1348067,The Great Gerrard - Toronto Suite,377846,Nick & Nena,,East End-Danforth,43.68358,-79.30637,Entire home/apt,75,28,20,2022-01-31,0.19,10,257,3,
864479,Perfect location in Toronto!!!,4536555,Sean,,Broadview North,43.68373,-79.35744,Entire home/apt,120,28,4,2016-03-23,0.04,1,358,0,
883109,Your home in the heart of Toronto,4517569,Laurie And Martin,,Playter Estates-Danforth,43.68219,-79.35405,Entire home/apt,225,28,6,2017-09-03,0.06,1,0,0,
1365638,Luxury Condo@Lakeshore Blvd West,7412574,Abhishek,,Mimico (includes Humber Bay Shores),43.62233,-79.48785,Private room,150,28,33,2019-11-25,0.35,1,89,0,
1638995,"Stylish, Sophisticated Apartment with Shaded Patio",8702985,Clarence,,Trinity-Bellwoods,43.65378,-79.4152,Entire home/apt,168,28,121,2022-05-05,1.66,10,259,3,
1369091,New Elegant 1 Bedroom with Lots of Character,7424459,Tonia,,The Beaches,43.66902,-79.30956,Entire home/apt,75,28,64,2022-05-31,0.96,1,14,25,STR-2107-HBCVHJ
1651958,renovated cozy bachelor downtown Toronto,6044009,Fabricio,,North St.James Town,43.66823,-79.37906,Entire home/apt,189,4,138,2022-06-01,1.41,1,24,17,STR-2011-HLHDVK
892352,Panoramic Views in Huge and Bright Loft. Includes Parking,37326356,Stephen,,Kensington-Chinatown,43.64971,-79.39624,Entire home/apt,354,3,244,2022-05-15,2.30,1,139,4,STR-2204-HPGPHK
918623,50 Things to See'n Do in 5 to15 min,4933919,Alina,,Blake-Jones,43.67653,-79.34076,Private room,45,40,77,2020-03-21,0.69,2,79,0,
1369606,"Top floor, quiet elegant Victorian",7425753,Martin,,Little Portugal,43.64834,-79.42854,Private room,70,2,158,2020-03-15,1.49,1,124,0,STR-2011-HBJKVJ
1652220,Queen Room (shared bathroom),8569918,Sharon,,Yonge-Eglinton,43.70583,-79.4054,Private room,72,28,19,2021-04-25,0.18,15,313,0,STR-2012-FLMBHB
1369701,Private room upstairs,7428349,Steve,,Corso Italia-Davenport,43.67535,-79.45502,Private room,75,30,21,2019-11-23,0.20,1,116,0,
1668582,Deluxe King Studio Suite,8569918,Sharon,,Yonge-Eglinton,43.7037,-79.40507,Private room,159,1,50,2022-05-01,0.47,15,284,14,STR-2012-JGCPHM
921532,A Tiny Hotel - The Malibu Room,4954899,A Tiny Hotel,,Greenwood-Coxwell,43.67698,-79.32201,Private room,55,1,26,2022-06-02,2.51,3,31,26,STR-2205-GKHVHF
1370412,Sunny Bachelor Studio,1102328,Isil,,Dufferin Grove,43.655,-79.44582,Entire home/apt,125,150,3,2021-12-31,0.04,2,177,2,STR-2103-FMDXVC
921746,West Downtown Toronto Cozy Home,2546728,Jeff,,South Parkdale,43.63874,-79.44386,Private room,45,29,21,2021-05-16,0.19,2,215,0,
1378251,Downtown Shared Luxury Condo,7372029,Tyler,,Church-Yonge Corridor,43.67051,-79.38318,Private room,104,28,143,2022-05-21,1.33,1,107,8,
925491,Suite Toronto Luxury Downtown Condo,4232814,Oscar,,Waterfront Communities-The Island,43.64389,-79.38184,Entire home/apt,112,28,725,2021-02-16,6.40,2,264,0,
1673003,lovely 2 +1 bdrm home +  garage in  midtown,8856331,Veronique,,Lawrence Park North,43.73051,-79.40644,Entire home/apt,213,14,22,2022-03-05,0.21,1,272,1,STR-2010-HPXRPK
1422678,Terrific Suite On King St. East!,2065732,Nicole,,Waterfront Communities-The Island,43.65024,-79.36716,Entire home/apt,130,28,5,2014-07-01,0.05,1,48,0,
1673134,B2-Cozy bsmt rm subway Fairview Mall Consumers Rd,65479,Irene,,Pleasant View,43.77852,-79.32835,Private room,42,28,16,2021-03-15,0.16,14,355,0,
950053,PAN AM PENTHOUSE WITH SKYLINE VIEWS,5153529,Adrian,,Regent Park,43.65794,-79.35755,Entire home/apt,160,365,10,2016-03-02,0.09,2,365,0,
1422877,Entire home -Sheppard and Yonge,7658503,Angela,,Willowdale East,43.75646,-79.40711,Entire home/apt,105,28,16,2020-01-13,0.15,1,1,0,
1426591,Chic Condo in Trendy Queen West,7672988,Nadia,,Little Portugal,43.65012,-79.43928,Private room,88,28,33,2021-07-04,0.31,2,206,1,STR-2010-FSSXPC
954475,1 BR-Close to Yonge & Eglinton 101,1854872,Nadarajah,,Flemingdon Park,43.72054,-79.33524,Private room,50,28,30,2022-05-17,0.27,5,232,2,
1441596,Right Downtown! Sofa Bed!,5214021,Michael,,Church-Yonge Corridor,43.66578,-79.38073,Shared room,567,28,4,2017-05-07,0.04,2,365,0,
954935,Furnished 1 Bedroom Appartment,5186386,Kc,,South Riverdale,43.66451,-79.33498,Entire home/apt,80,30,27,2022-01-31,0.25,1,180,3,
1455278,Junction ARTIST LOFT & green roof.,7804231,Jake,,Junction Area,43.66617,-79.47329,Entire home/apt,450,28,9,2019-12-01,0.09,1,88,0,
955073,YONGE - DUNDAS Fully Furnished,4477219,Vas,,Church-Yonge Corridor,43.655,-79.3796,Entire home/apt,100,28,11,2020-06-30,0.20,4,19,0,
1695634,Agate - Luxury Executive Condo Yorkville,5988339,Toronto Luxury Suites,,Annex,43.67197,-79.38791,Entire home/apt,172,30,4,2018-04-30,0.05,10,308,0,
1456369,FURNISHED BASEMENT APARTMENT IN A RAISED BUNGALOW,6153361,Asoka,,Agincourt South-Malvern West,43.79099,-79.27216,Entire home/apt,60,180,19,2018-10-31,0.34,1,364,0,
955446,"1 BR DOWNTOWN CONDO, SLEEPS 4 W/PARKING",3272927,Sam,,Waterfront Communities-The Island,43.64498,-79.39056,Entire home/apt,102,30,69,2022-05-02,0.63,1,63,3,
1459100,Spacious & Bright Corner Apartment in King West,3150111,Tran,,Waterfront Communities-The Island,43.64753,-79.39725,Entire home/apt,370,3,215,2022-06-01,2.54,8,30,44,STR-2012-HGPHHJ
956250,Lovely fully detached private house,5066966,Amanda,,Dufferin Grove,43.65367,-79.43242,Entire home/apt,380,28,4,2018-03-16,0.04,1,0,0,
1711196,Lovely Private Room in Toronto Home,3431521,Sandra,,Roncesvalles,43.64152,-79.44106,Private room,41,28,126,2020-03-14,1.25,1,0,0,
1462084,Spacious 1BR Near St. Lawrence Market,1397143,Gregory,,Waterfront Communities-The Island,43.64768,-79.37398,Entire home/apt,165,28,87,2022-04-06,0.81,1,33,5,
1718363,Gorgeous studio in the heart of T.O,8478072,Lotoya,,Kensington-Chinatown,43.65203,-79.38952,Entire home/apt,74,28,40,2017-01-03,0.40,1,0,0,
959676,Artists 1br Church/Alexander St,5214021,Michael,,Church-Yonge Corridor,43.66498,-79.37963,Entire home/apt,150,28,29,2015-09-28,0.27,2,345,0,
1475233,Super Cool King West Condo w FREE Parking!,7895355,T,,Niagara,43.64053,-79.41775,Entire home/apt,105,28,73,2022-04-02,0.69,3,40,2,
977495,Toronto East End Apart. in Greek Town - Cosy Nest,5348675,Elizabeth,,Playter Estates-Danforth,43.68023,-79.36047,Entire home/apt,84,28,8,2018-08-04,0.07,1,279,0,
985003,"",2396097,Jeff (Jean-Francois),,South Riverdale,43.66517,-79.34037,Entire home/apt,85,7,77,2022-05-21,0.71,1,204,1,STR-2012-HQZBHK
1727775,View of Lake Ontario close to King West + Parking,9104636,Cory,,Niagara,43.636339406662124,-79.4055109772424,Entire home/apt,200,1,32,2022-05-15,0.48,1,3,6,STR-2202-GWTKVH
1477940,Toronto Modern Urban Hideaway,1200367,Grace,,Dovercourt-Wallace Emerson-Junction,43.66712,-79.45213,Entire home/apt,117,28,43,2022-04-05,0.42,4,280,2,
985072,Recently Renovated Studio Apartment,1019538,Stefan,,Little Portugal,43.64584,-79.43514,Entire home/apt,110,2,204,2022-05-26,1.83,2,163,39,STR-2010-GPKRPG
985498,1+ Den - Entertainment District,5407081,Wayne,,Waterfront Communities-The Island,43.64421,-79.39108,Entire home/apt,70,90,238,2020-08-04,2.13,1,0,0,
1524783,Subletting Beautiful Home in TO,8135652,Sumi,,Corso Italia-Davenport,43.68208,-79.44943,Entire home/apt,70,28,1,2016-02-20,0.01,1,0,0,
985648,Private bedroom in Brockton Village.,5242437,Kristin,,Little Portugal,43.65138,-79.43592,Private room,79,28,1,2013-09-05,0.01,1,340,0,
1732392,2 bedrooms basement apartment,9127235,Mrs Raphael,,Bendale,43.75786,-79.26175,Entire home/apt,69,30,82,2019-07-02,0.80,1,124,0,
1544959,U4-Brite Top Floor Garden View Big Bed Subway,65479,Irene,,Pleasant View,43.77849,-79.3301,Private room,43,28,12,2021-03-20,0.16,14,340,0,
1747337,"Entire Home, Sleeps 6",9173353,Asli And Selcuk,,Weston-Pellam Park,43.67059,-79.45608,Entire home/apt,150,20,2,2019-08-05,0.05,1,11,0,STR-2203-GTPVHH
986506,Sunny Danforth Apartment,5413926,Lesley,,North Riverdale,43.67629,-79.35824,Entire home/apt,100,30,15,2021-11-30,0.19,1,0,2,
1545099,B1-NICE PRIVATE bsmt ROOM @ SHEPPARD SUBWAY LINE M,65479,Irene,,Pleasant View,43.77829,-79.32847,Private room,38,28,13,2022-01-31,0.23,14,339,2,
1545555,U5-Great superb top floor room@subway Toronto Ld,65479,Irene,,Pleasant View,43.78013,-79.32806,Private room,54,28,10,2020-01-31,0.10,14,365,0,
990322,"Fantastic private gem, just like a home.",377962,Coreen,,Humewood-Cedarvale,43.68363,-79.42522,Entire home/apt,100,30,28,2022-04-23,0.29,3,226,3,
1750120,"Sunny house, friendly neighbourhood",4162773,Heather,,Dovercourt-Wallace Emerson-Junction,43.66355,-79.43276,Entire home/apt,100,30,0,,,1,0,0,
1546244,"Superb Little Italy, Toronto 3VAX REQ",4991306,Julie,,Trinity-Bellwoods,43.65608,-79.40949,Private room,120,3,118,2022-06-01,2.04,1,270,31,STR-2009-JDCKPM
1001438,Private bedroom Queen W/Toronto Western Hospital,3131000,Janet,,Trinity-Bellwoods,43.64822,-79.40732,Private room,59,28,153,2022-05-15,1.39,1,66,5,
1550684,The Greenhouse Loft,2385315,Mindy,,Dufferin Grove,43.6556,-79.44356,Entire home/apt,225,3,6,2022-05-23,1.86,1,9,6,STR-2204-JBGPHM
1009656,Bloorcourt Village Apt. longer-term accommodations,5554523,Holly & Chad,,Dovercourt-Wallace Emerson-Junction,43.66712,-79.43177,Entire home/apt,125,90,172,2022-04-30,1.55,1,349,1,
1762021,Great House on Palmerston Blvd in downtown Toronto,44259,Susan,,Palmerston-Little Italy,43.66069,-79.41096,Entire home/apt,614,3,93,2022-05-21,0.98,1,229,10,STR-2009-HBCKPJ
1550882,Cozy apartment in upper mid-town,2788736,Alvaro,,St.Andrew-Windfields,43.7609,-79.39356,Entire home/apt,90,28,50,2022-05-17,0.47,1,233,4,
1552251,"Private Bath, Large Room, Great Bed",8267190,Mable,,Annex,43.66923,-79.41685,Private room,49,28,40,2021-10-08,0.38,2,292,1,
1785285,"Luxurious bath / Cosy, quiet room",8267190,Mable,,Annex,43.67013,-79.41524,Private room,49,28,40,2022-02-27,0.38,2,238,1,
1012527,Scandinavian Cottage in the City,5518435,Darya,,Niagara,43.64471,-79.41152,Entire home/apt,504,28,3,2018-07-02,0.04,1,363,0,
1015594,Bachelor Apartment in the Annex,4202607,Wali,,Annex,43.67139,-79.41534,Entire home/apt,70,28,25,2019-05-20,0.22,1,0,0,
1554581,Annex House - 2 bedroom 2 washrooms - no elevators,8277300,Anne Marie,,University,43.65945,-79.40234,Entire home/apt,349,100,31,2022-04-02,0.29,1,138,1,STR-2011-FRVDVC
1019311,Fashionable! Yonge & Bloor Condo,5611735,Tina,,Church-Yonge Corridor,43.67006,-79.38575,Entire home/apt,157,180,0,,,1,364,0,
1803281,RENOVATED MODERN 1 BEDROOM WALKOUT,9454044,Stephanie,,Blake-Jones,43.67066,-79.34116,Entire home/apt,75,28,170,2022-05-01,2.42,1,0,4,
1560504,A gorgeous house in Queen West!,3400584,Maria,,Trinity-Bellwoods,43.64833,-79.40784,Entire home/apt,399,4,28,2022-03-22,0.26,1,256,5,STR-2010-GZJKPH
1022764,Beautiful Davisville Toronto Home,5630548,Daniel,,Mount Pleasant East,43.70878,-79.38229,Entire home/apt,409,28,17,2019-07-26,0.16,1,365,0,
1560977,Toronto Water Park City Luxury Suite,8306299,Zita,,Niagara,43.63744,-79.40523,Entire home/apt,170,28,427,2020-03-15,4.02,1,205,0,
1030061,Modern 1 Bedroom Condo in Entertainment District,1984757,Michelle,,Waterfront Communities-The Island,43.64451,-79.39205,Entire home/apt,90,30,24,2021-12-18,0.34,1,294,2,
2459983,Downtown Condo with Stunning Views,12578668,Tade,,Trinity-Bellwoods,43.65563,-79.40862,Entire home/apt,99,28,31,2015-09-30,0.31,1,0,0,
2468156,DANFORTH GEM - FURN 1 BDRM APARTMENT,2112835,Theresa,,Danforth,43.68512,-79.32525,Entire home/apt,89,28,8,2018-06-10,0.11,1,0,0,
1810146,Cool and convenient Little Portugal,10662796,Naomi,,Little Portugal,43.65131,-79.43586,Entire home/apt,75,29,112,2020-11-21,1.07,2,278,0,
1820689,Spectacular Yorkville Condo *RENOVATED*,9532580,Santorini Sky,,Annex,43.67143,-79.3912,Entire home/apt,300,30,65,2021-07-12,0.65,1,304,1,
1822789,LUXURY 1+Den CELEB suite @TIFF,3872257,Steve,,Waterfront Communities-The Island,43.63983,-79.38708,Entire home/apt,120,250,20,2020-01-06,0.19,1,89,0,
1562481,High-End Lakefront 2 Bed + Office Boutique Condo,1816495,Katharine,,Waterfront Communities-The Island,43.64031,-79.38185,Entire home/apt,221,28,56,2017-07-23,0.55,2,278,0,
2478644,Downtown home private 2 room suite,4288804,Natalie,,Annex,43.67216,-79.41629,Entire home/apt,143,28,106,2019-10-28,1.07,1,30,0,
1564089,Quiet Bright 2 Bedroom Downtown!!!!,8300483,Michael,,Little Portugal,43.65181,-79.42994,Entire home/apt,100,28,7,2013-12-05,0.07,1,155,0,
2483875,Our pied-a-terre.  Walk Anywhere!,12621649,Paul Anthony,,Kensington-Chinatown,43.65411,-79.39338,Entire home/apt,75,28,16,2022-05-07,0.19,1,66,1,
1564999,Highly Reviewed Home!,8324988,Samantha,,South Riverdale,43.6607,-79.33658,Entire home/apt,600,90,27,2016-12-31,0.28,2,217,0,
2488787,English Manor in the City,12737510,Mimi B.,,Mount Pleasant West,43.69951,-79.38738,Entire home/apt,90,180,5,2015-09-01,0.05,1,363,0,
1844121,Amazing Bed & Breakfast Downtown,8952336,Caroline,,Bay Street Corridor,43.66773,-79.38835,Private room,143,1,179,2022-06-03,1.80,1,269,40,STR-2009-GHFXPF
1570103,Toronto downtown mini loft!,8349056,Jose,,Little Portugal,43.64524,-79.42693,Private room,55,29,107,2022-02-01,1.02,3,36,3,
2494635,Big central Toronto house furnished,12767936,Dylan,,Playter Estates-Danforth,43.68142,-79.35513,Entire home/apt,195,28,9,2019-12-30,0.09,1,160,0,STR-2205-HJFHHJ
1578070,Unbeatable Downtown Location,5559775,Aleksandra,,Waterfront Communities-The Island,43.64487,-79.39468,Entire home/apt,499,28,17,2019-08-15,0.16,1,178,0,
2516271,2+den bedrooms downtown Toronto University,12028383,Angela,,Bay Street Corridor,43.66287,-79.38595,Entire home/apt,187,5,161,2020-03-30,1.65,1,221,0,STR-2204-FTTPHC
1856109,Beautiful and Cozy Home for Rental,1989442,Indrit,,Englemount-Lawrence,43.71828,-79.43872,Entire home/apt,85,1,502,2022-05-21,4.83,2,242,87,STR-2010-FHKRPB
1862196,Quiet Room in High Park/Junction,9713198,Andrea,,Junction Area,43.66282,-79.46089,Private room,40,28,1,2016-05-03,0.01,1,0,0,
1589014,Cosy Pad in heart of Little Italy,2144852,Angela,,Trinity-Bellwoods,43.6517,-79.41585,Entire home/apt,45,28,61,2020-04-14,1.32,1,0,0,
1879787,Great downtown Location Next to Subway + Parking,9787143,Dan,,Church-Yonge Corridor,43.66778,-79.38511,Entire home/apt,220,28,17,2018-09-28,0.17,1,0,0,
2524564,❤️ Finch Executive Basement Tiny Room with Window ❤️,32044025,Toronto,,Bayview Woods-Steeles,43.79234,-79.37217,Private room,59,30,15,2022-05-09,0.19,21,41,2,
1594005,Stylish Modern Condo w/Queen Bed | CN Tower views!,6397676,Rahim,,Waterfront Communities-The Island,43.64604,-79.39093,Entire home/apt,190,2,99,2022-05-22,0.93,1,14,7,STR-2012-FJVDVB
2531934,Penthouse Loft - CN Tower/Lake View,12966791,Sic,,Niagara,43.63676,-79.4011,Entire home/apt,553,28,33,2021-11-05,0.33,1,338,1,
1598460,Spacious Room in Charming Apartment,3877380,Ken,,Humewood-Cedarvale,43.68415,-79.42116,Private room,30,28,2,2013-12-14,0.02,1,0,0,
2536696,JUNIOR MASTER BEDROOM /PRIVATE WC,9956811,Erica,,Mount Dennis,43.68968,-79.49789,Private room,139,30,5,2017-07-02,0.06,11,35,0,
1886850,Private Roncesvalles coach house,9612740,Donna,,Roncesvalles,43.64262,-79.44433,Entire home/apt,112,2,166,2022-06-03,1.61,1,198,13,STR-2201-FRVRVC
1604069,"Away to Relax! Lake View, Private Bath, Parking",8546454,Lucille,,Birchcliffe-Cliffside,43.69348,-79.25967,Private room,90,3,391,2022-06-04,3.67,1,82,34,STR-2009-FSFXPC
1891100,LRG Family Friendly Annex/Kensington Market House!,9228931,Rebecca,,University,43.66092,-79.40347,Entire home/apt,175,28,21,2017-08-25,0.25,1,0,0,
2536954,Beautiful Home - Little Italy,11341806,Mike,,Palmerston-Little Italy,43.65851,-79.42121,Entire home/apt,250,5,13,2019-08-06,0.14,1,6,0,STR-2205-JCTPHM
1610027,Deluxe 2 bedroom apartment with patio,8569918,Sharon,,Yonge-Eglinton,43.70381,-79.40679,Private room,179,29,32,2022-01-02,0.30,15,278,1,
2564746,Basement room separate entrance,13130261,John,,High Park-Swansea,43.64517,-79.45035,Private room,49,28,0,,,1,358,0,
1901371,Modern loft in St. Lawrence Market,9872693,Krikor,,Moss Park,43.65259,-79.36914,Entire home/apt,87,28,2,2014-01-12,0.02,1,0,0,
3229169,Hello Gorgeous! In-law suite!,9330404,Stephanie & Samuel,,Junction Area,43.66262,-79.48157,Private room,80,28,72,2019-08-06,0.74,1,0,0,
1912628,Downtown Waterfront View Toronto,9922227,Santiago,,Waterfront Communities-The Island,43.63898,-79.38235,Entire home/apt,150,28,13,2019-06-01,0.13,1,0,0,
1912746,New Modern Bachelor downtown Toronto U5,9923100,Ed,,Annex,43.66586,-79.40997,Entire home/apt,75,29,70,2021-12-31,0.67,9,177,2,
2565203,Modern Downtown Toronto Condo,13132884,Deepika,,Moss Park,43.65092,-79.36709,Entire home/apt,145,28,6,2015-10-27,0.06,1,0,0,
3238693,Lovely Studio in Toronto downtown! Close to u of T,10347347,Emily,,Church-Yonge Corridor,43.6648269086573,-79.38397764869072,Entire home/apt,140,1,3,2022-05-22,3,1,249,3,STR-2204-HLZPHK
2571251,Private Rooms Available NOT The Whole House,13165498,Beni,,Bayview Village,43.76667,-79.37645,Private room,40,30,14,2018-09-27,0.15,4,333,0,
1920804,FURNISHED MASTER BEDROOM/PRIVATE WC,9956811,Erica,,Mount Dennis,43.68936,-79.49823,Private room,139,30,2,2017-08-13,0.02,11,36,0,
